Data;s_1001;s_1002;s_1003;s_1004;s_1005;s_1006;s_1007;s_1008;s_1009;s_1010;s_1011;s_1012;s_1013;s_1014;s_1015;s_1016;s_1018;s_1019;s_1020;s_1021;s_1022;s_1028;s_1029;s_1030;s_1031;s_1032;s_1033;s_1034;s_1035;s_1036;s_1037
jul/15;95,24539578;85,55137063;96,05208984;137,8890125;9,133310439;22,58680612;121,1579345;38,93317553;79,2094087;81,92285036;94,60666637;2453017503;103,8605457;82,84638694;216608,6982;2,92084488;0,878388929;101,4925791;454065,2019;2640860,709;5493,248266;140,9529085;135,5832206;121,6318304;113,8674076;115,9563594;127,3433143;136,0336973;130,5835137;101,3165378;127,9232315
ago/15;90,39488179;84,3543578;94,26752856;136,2329329;9,479170205;22,58262418;120,7406851;37,62064405;79,23927453;80,82391814;93,41368213;2412900486;106,8482935;80,05287895;216817,5728;3,056886022;0,886513173;107,5127529;452175,3426;2629874,346;5491,948675;142,094627;135,4069624;122,7630065;112,3757446;115,7360423;128,2983891;136,9995365;132,0199323;101,4583809;128,3453782
set/15;88,09375732;83,10786001;94,80764762;135,125347;9,863071015;22,8610771;118,7259146;36,48372531;78,2495065;81,78207055;94,14318981;2712372895;124,4824663;73,49451672;213870,6543;3,102891405;0,885944664;108,0897449;450870,0479;2619201,378;5404,797176;142,7198434;137,3568227;123,069914;112,81401;116,0716768;129,0553496;137,6160345;132,4952041;101,4583809;129,0384432
out/15;88,71651673;83,34885445;94,08710094;134,7301566;9,968255249;23,73536525;117,1566674;35,52215006;77,80471235;77,94887275;91,24715006;2429539809;115,7641059;70,28623689;211052,9764;3,161978468;0,896277247;113,7137735;447834,1131;2606235,532;5439,377461;143,2764508;137,7688932;123,1929839;113,7052407;118,3118602;129,4941378;137,9463129;132,7469449;102,3410688;129,8771931
nov/15;88,2082013;81,09700104;93,19956033;133,7422333;10,04374313;24,61342306;114,2769578;35,85740304;77,51805907;78,00591914;91,78184629;2412788872;118,4946938;68,06387428;209237,4063;3,234828299;0,880212218;104,4665556;446028,03;2596862,728;5462,537113;146,1276522;139,1879128;123,9075032;114,5011774;118,6431334;130,5171415;138,05667;132,9460654;103,7738438;131,1110264
dez/15;87,0376577;80,7920165;93,9778481;135,0679296;9,927830299;26,37903159;112,1881075;38,01895347;78,28058532;72,43954028;91,56192948;2421111279;101,2412441;69,76458747;208292,6772;3,309842199;0,856215013;101,9016397;445625,6;2586298,31;5473,957125;148,1442138;139,8838523;124,0314107;116,2644955;119,877022;131,2219341;138,553674;133,1587791;103,9606367;132,2123591
jan/16;92,58955662;81,91281108;92,4330237;135,3012515;10,30396292;27,77185306;110,239853;38,09876785;78,03779893;77,61694109;92,34175925;2438409082;101,0396328;73,64363169;206097,1393;3,352593857;0,882000367;103,4787563;446617,986;2582282,934;5489,817806;150,0108309;144,0244144;125,5694002;116,1017252;123,2695417;132,0223878;140,0639091;133,4517284;105,5096502;134,3013143
fev/16;85,90165651;83,15077917;93,61316152;130,5002671;10,60838818;28,63670793;106,614272;38,6011046;78,59429272;78,06764152;91,57928696;2641395801;104,4802903;64,71231025;204322,7843;3,379319123;0,884147376;102,9273051;447190,041;2580215,004;5490,365934;151,9909738;144,5573047;127,0134483;116,7054542;123,2448878;133,4746341;141,1984267;140,9784059;106,2693197;135,590607
mar/16;86,69102115;80,37519017;93,22254329;133,4188929;10,77093597;29,67699738;108,7869403;39,29005925;78,77166953;78,5822459;91,38957025;2667182358;108,8700015;62,67276965;202610,9914;3,414043191;0,87959851;96,09479429;446281,433;2569856,345;5515,856795;154,4988249;144,326013;126,74672;117,0205589;123,6392714;134,3555667;141,5655426;142,6137554;103,4319289;136,3092372
abr/16;86,35710281;79,79704859;92,75091464;133,3296876;10,34661825;30,58602784;109,3939562;38,95659696;78,54616468;76,27333232;89,40241639;2586345215;106,7629712;63,20590661;200914,2441;3,449233708;0,885671582;95,63017772;445586,2671;2561966,18;5545,966682;155,9047642;143,5177873;128,3183794;118,6939529;124,5418381;138,6415093;141,8486737;142,6708009;106,0384135;137,5360203
mai/16;86,2279102;78,88756135;90,60939285;133,7013054;10,08157938;30,814329;112,571927;42,48786558;77,88683999;80,13579578;89,18678091;2560750682;113,2301283;65,8991894;198580,1421;3,354206743;0,878478574;94,35575357;443838,9696;2555483,319;5587,64962;158,5239642;143,6182498;129,6272268;119,9995864;124,4795672;140,6518112;144,5012439;143,1844158;106,0066019;138,8288589
jun/16;87,82350861;79,62384831;92,08545427;134,2820992;10,11889858;33,77457638;109,4609942;46,19917886;79,30859113;81,08216522;90,20185326;2380114545;109,0016226;62,22196351;193770,5436;3,366580683;0,906710776;93,61632411;442692,565;2551426,444;5583,580248;159,712894;144,0347427;129,3679724;120,4915847;123,3219072;141,0315711;144,6023948;143,3991924;106,0914072;139,0232193
jul/16;87,22337072;78,64446897;89,52454862;133,3959644;10,13660548;37,06368138;107,7523738;51,51892383;77,44589296;75,82843959;87,80415073;2567210902;110,568346;57,92255922;195269,1763;3,324229962;0,888259889;93,58429809;441801,8308;2548559,993;5587,757312;162,4120419;144,8269338;129,7948867;119,7927335;123,5808832;141,8636573;145,3687875;143,470892;106,0277524;139,9685772
ago/16;86,859017;76,62311164;90,97349808;133,5844571;10,46925894;39,09214104;102,7915704;52,63257435;77,68725378;77,7418259;88,925031;2520763838;106,480814;59,19529468;194445,5218;3,312822746;0,884241477;89,47380709;442427,3568;2547823,284;5609,476519;163,0292076;145,5510685;130,015538;119,3854382;123,9269097;142,8850757;146,4445165;146,8424579;106,0171496;140,6264295
set/16;87,4616847;75,3207455;90,78907974;133,2722951;10,73714695;40,67086019;102,8090884;55,13362085;77,62014776;75,59651932;86,50794723;2492850072;81,9693842;60,68251786;194438,3893;3,339774938;0,857210725;87,07815216;442883,2971;2543741,299;5620,826025;161,5619448;147,2103506;129,5734852;120,0898123;124,9926811;143,3423079;146,9277834;147,0920901;106,2397856;140,8795571
out/16;86,62303772;76,02798794;89,18224382;133,0372355;10,64973571;40,3897616;103,9886491;53,80210631;77,95062869;75,28030814;85,91485273;2500163845;101,1066687;61,14484247;194385,6525;3,344087407;0,875206132;89,12309546;444423,3712;2541440,306;5620,094731;161,998162;146,8570458;129,7030587;121,518881;124,755195;144,2453644;147,089404;147,224473;106,4097693;141,1190523
nov/16;85,42726282;75,55063097;89,59764758;132,5496114;10,68304827;39,50881936;104,2051759;53,68919302;77,91072493;78,26237313;88,75718172;2463050103;133,9041157;61,99815003;195711,0769;3,362015502;0,879982642;87,72622116;444286,449;2535718,648;5634,064683;161,4311684;147,1213885;130,351574;122,2601462;125,6160059;144,7790723;148,2072834;147,4158648;106,3352824;141,4577381
dez/16;91,96282122;75,15980376;88,3046212;133,3924;11,0950541;37,42623669;103,6901657;50,71402686;77,28630322;80,69724887;92,61015701;2508693864;118,3760343;62,39524325;193200,674;3,359743438;0,838901408;91,17060307;445099,3022;2532609,87;5652,766826;161,366596;143,2079595;130,2472927;123,3238095;126,8470427;145,1989316;149,4670453;147,3126737;106,4309842;141,3870092
jan/17;87,13969653;86,27256384;89,42575171;135,8088994;11,24062553;35,16008875;100,8280967;51,70394766;78,41671621;74,75213419;89,133482;2700740907;119,6136782;62,23678268;193076,0252;3,359654526;0,872370552;NA;443606,906;2529004,92;5664,991116;162,6252554;143,4800547;130,1300701;121,6342733;126,1113299;145,7506875;150,2293273;147,5778365;107,3462907;141,6415058
fev/17;90,65939885;86,70985026;87,53588722;140,5223875;11,28607381;32,40611189;98,91547548;55,14844765;78,40177803;76,37009376;90,49623625;2496353705;109,6880503;60,41441761;193369,2946;3,399541793;0,874241131;NA;444005,862;2531628,263;5681,969613;161,7308165;144,269195;131,0149546;120,4544208;125,1907172;147,3830952;151,0105198;156,2701711;108,0977147;141,9814454
mar/17;89,93416717;87,29307308;85,00104258;140,0215035;10,85927113;36,00380903;98,87311301;57,02755951;78,11909378;74,20483908;88,66588887;2543230244;108,6098935;65,03840518;193746,7833;3,291125723;0,880207045;NA;444142,3767;2522786,053;5688,748092;162,7335476;145,6397523;130,0454439;120,1894211;124,0389626;148,0021042;151,0407219;156,5983385;107,1896939;142,1518231
abr/17;87,41104803;87,77063663;85,7183042;137,2629845;11,10404699;38,39330548;96,9927225;56,22061538;78,35585784;78,5237587;89,51535905;2714823120;116,6640569;69,04765133;195410,408;3,516295434;0,856434944;NA;443457,677;2519081,641;5681,876871;163,9215025;143,8046914;130,3445485;121,1268986;123,8901158;149,3489234;150,9198893;156,8645556;108,2937477;142,4361268
mai/17;90,2717345;87,28267887;89,82083037;136,5376871;10,95757734;39,32417832;100,1458279;56,03608993;80,13989839;75,90944398;90,00452349;NA;NA;72,00946345;196494,1918;3,51229268;0,887912191;NA;442357,7353;2515735,049;5675,679126;163,3805615;146,6520243;130,2272384;121,9384488;125,5502434;150,2002122;151,372649;157,3351493;108,1529659;143,2337691
jun/17;88,75839121;88,60205807;89,14271167;136,0130955;10,78529044;39,27465682;96,29131414;52,61586851;78,6027742;77,80590182;89,5692806;NA;NA;75,51837383;198213,003;3,416317984;NA;NA;440479,6991;2512083,567;5677,888588;163,7726749;144,598896;129,5240113;123,7187502;125,5376884;150,7709731;152,0084141;157,8228883;108,2178576;143,2910626
jul/17;87,65483354;88,89617673;88,90125355;136,7259209;10,18032224;40,0834431;NA;54,35857719;78,4588053;83,75720399;91,1297833;NA;NA;78,56394596;198004,791;3,610279708;NA;NA;442260,6271;NA;5672,139797;163,5925249;146,2762432;129,1613441;122,4691908;124,2320964;151,1479005;152,783657;157,9333643;108,1637487;143,2337462
ago/17;NA;NA;NA;NA;NA;NA;NA;53,94462857;NA;NA;NA;NA;NA;78,6068816;NA;NA;NA;NA;NA;NA;5657,061569;161,5639776;147,9291647;129,5617442;121,6364003;127,3627452;151,9338696;153,3489565;157,0015574;106,8766001;143,6061539
